ISIL	EZB-Id	City	Name	Stocksize
DE-2170        	CASH	Heilbronn	Bibliothek der Dualen Hochschule Baden-Württemberg CAS	10001-30000
DE-840         	FHHN	Heilbronn	Hochschulbibliothek Heilbronn	30001-100000
DE-Hil2        	UBHI	Hildesheim	Universitätsbibliothek Hildesheim	300001-1000000
               	HAWK	Hildesheim/Holzminden/Göttingen	Bibliothek der HAWK -  Hildesheim/Holzminden/Göttingen	n/a
DE-1051        	FHBHO	Hof	Hochschulbibliothek Hof	30001-100000
DE-1126        	EFF	Idstein	Hochschule Fresenius, Idstein	10001-30000
DE-Ilm1        	UBIL	Ilmenau	Universitätsbibliothek Ilmenau	300001-1000000
               	KLIN	Ingolstadt	Klinikum Ingolstadt - Zentralbibliothek	n/a
DE-573         	FHBIN	Ingolstadt	Technische Hochschule Ingolstadt	30001-100000
               	MCI	Innsbruck	Management Center Innsbruck	n/a
               	PHTIR	Innsbruck	Pädagogische Hochschule Tirol	n/a
AT-UBI-HB      	UBI	Innsbruck	Universitäts- und Landesbibliothek Tirol	n/a
               	DAIIN	Istanbul	Deutsches Archäologisches Institut (DAI), Abteilung Istanbul	n/a
               	ORI	Istanbul	Orient-Institut Istanbul	n/a
DE-J126        	ICE	Jena	Bibliothek der Max-Planck-Institute für Chemische Ökologie und Biogeochemie	5001-10000
               	IOF	Jena	Fraunhofer-Institut für Angewandte Optik und Feinmechanik IOF Jena	n/a
DE-J59         	FHJ	Jena	Hochschulbibliothek EAH Jena	300001-1000000
DE-J152        	MPIEW	Jena	Max-Planck-Institut für  Menschheitsgeschichte, Jena	10001-30000
DE-27          	THULB	Jena	Thüringer Universitäts- und Landesbibliothek Jena	1000001-
               	DAIJE	Jerusalem	Forschungsstelle Jerusalem am Deutschen Evangelischen Institut (DEI)	n/a
DE-Juel1       	FZJUE	Jülich	Forschungszentrum Jülich GmbH, Zentralbibliothek	300001-1000000
               	DAIKA	Kairo	Deutsches Archäologisches Institut (DAI), Abteilung Kairo	n/a
DE-1082        	FHKL	Kaiserslautern	Hochschule Kaiserslautern, Hochschulbibliothek	30001-100000
DE-386         	UBKL	Kaiserslautern	Universitätsbibliothek Kaiserslautern	300001-1000000
               	BZGCH	Kanton Solothurn	soH Solothurner Spitäler	n/a
DE-31          	BLB	Karlsruhe	Badische Landesbibliothek Karlsruhe	1000001-
DE-Ka23        	KUKA	Karlsruhe	Bibliothek der Staatlichen Kunsthalle Karlsruhe	100001-300000
DE-208         	BGH	Karlsruhe	Bibliothek des Bundesgerichtshofs, Karlsruhe	300001-1000000
DE-Ka26        	BVG	Karlsruhe	Bibliothek des Bundesverfassungsgerichts, Karlsruhe	300001-1000000
               	ZKMKA	Karlsruhe	Bibliothek von ZKM und HfG Karlsruhe	n/a
               	DHBW	Karlsruhe	Duale Hochschule Baden-Württemberg DHBW Karlsruhe	n/a
DE-751         	HSBKA	Karlsruhe	Hochschulbibliothek Karlsruhe	100001-300000
DE-90-4        	FBHKA	Karlsruhe	Hochschule Karlsruhe - Technik und Wirtschaft HsKA	30001-100000
DE-90          	KIT	Karlsruhe	Karlsruher Institut für Technologie KIT	1000001-
               	BFEL	Karlsruhe, Detmold, Kiel, Kulmbach	Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel	n/a
DE-34          	UBKAS	Kassel	Universitätsbibliothek Kassel	1000001-
DE-859         	FHBKA	Kempten	Hochschulbibliothek Kempten	30001-100000
DE-Ki131       	FWGBW	Kiel	Bibliothek und Fachinformationsstelle der Wehrtechnischen Dienststelle für Schiffe und Marinewaffen, Maritime Technologie und Forschung, Kiel	10001-30000
DE-Ki130       	IFMAR	Kiel	GEOMAR Bibliothek - Helmholtz-Zentrum für Ozeanforschung Kiel	30001-100000
DE-Ki128       	IPN	Kiel	IPN Bibliothek, Kiel	30001-100000
DE-8           	UBK	Kiel	Universitätsbibliothek Kiel	1000001-
DE-206         	ZBW	Kiel	ZBW -  Leibniz-Informationszentrum Wirtschaft - Standort Kiel	1000001-
DE-Ki95        	FHKI	Kiel	Zentralbibliothek der Fachhochschule Kiel	100001-300000
               	PHKAE	Klagenfurt	Pädagogische Hochschule Kärnten	n/a
AT-UBK         	UBKLU	Klagenfurt	Universitätsbibliothek Klagenfurt	n/a
               	FHTK	Klagenfurt am Wörthersee, Villach, Spittal an der Drau, Feldkirchen in Kärnten (Österreich)	Fachhochschulbibliothek Kärnten (Österreich)	n/a
               	HRW	Kleve/Kamp-Lintfort	Hochschule Rhein-Waal	n/a
               	ISTAT	Klosterneuburg	Institute of Science and Technology Austria	n/a
DE-987         	HKRMC	Koblenz	Hochschule Koblenz RheinMoselCampus	30001-100000
               	LBZ	Koblenz	Landesbibliothekszentrum Rheinland-Pfalz	n/a
               	BIBKO	Koblenz-Landau	Universitätsbibliothek Koblenz-Landau	n/a
DE-Kn28        	DBK	Köln	Erzbischöfliche Diözesan- und Dombibliothek Köln mit Bibliothek Albertus Magnus	300001-1000000
DE-832         	FHBK	Köln	Hochschulbibliothek der TH Köln	300001-1000000
DE-Kn38        	MHS	Köln	Hochschule für Musik und Tanz Köln, Bibliothek	100001-300000
DE-1032        	KHN	Köln	Katholische Hochschule Nordrhein-Westfalen (KatHO NRW) - Hochschulbibliothek	100001-300000
DE-Kn188       	MPIFG	Köln	Max-Planck-Institut für Gesellschaftsforschung, Köln	30001-100000
DE-38          	USBK	Köln	Universitäts- und Stadtbibliothek Köln	1000001-
DE-38M         	ZBMED	Köln	ZB MED - Informationszentrum Lebenswissenschaften /  Medizinische Abteilung der USB Köln	300001-1000000
DE-Kn41        	ZBSK	Köln	Zentralbibliothek der Sportwissenschaften der Deutschen Sporthochschule Köln	300001-1000000
DE-587c        	ZUMA	Köln, Mannheim	GESIS  - Leibniz-Institut für Sozialwissenschaften	5001-10000
DE-Kon4        	FHKN	Konstanz	Hochschulbibliothek der HTWG Konstanz	30001-100000
DE-352         	UBKO	Konstanz	KIM Konstanz, IT- und Bibliotheksdienste	1000001-
DE-Kt1         	HSB	Köthen	Hochschule Anhalt	100001-300000
               	DUK	Krems	Donau-Universität Krems	n/a
               	IMCKR	Krems	IMC Fachhochschule Krems	n/a
               	BPHT	Kreuzlingen	Bibliothek der Pädagogischen Hochschule Thurgau, Kreuzlingen	n/a
               	FHKTI	Kufstein	Bibliothek der FH Kufstein Tirol	n/a
               	BIBLA	Landau	UB Landau der Universitätsbibliothek Koblenz-Landau	n/a
DE-860         	FHBLA	Landshut	Bibliothek der Hochschule Landshut	30001-100000
DE-F20         	PEI	Langen	Paul-Ehrlich-Institut, Bibliothek	30001-100000
               	IIASA	Laxenburg	IIASA - International Institute for Applied Systems Analysis	n/a
DE-L152        	HMTL	Leipzig	Bibliothek der Hochschule für Musik und Theater Leipzig	100001-300000
DE-L229        	SSAL	Leipzig	Bibliothek Staatliche Studienakademie Leipzig	10001-30000
               	DBFZ	Leipzig	DBFZ Deutsches Biomasseforschungszentrum gemeinnützige GmbH	n/a
DE-L97         	UFZ	Leipzig	Helmholtz-Zentrum für Umweltforschung GmbH - UFZ	30001-100000
DE-L189        	HTWK	Leipzig	Hochschulbibliothek der HTWK Leipzig	100001-300000
DE-185         	GZB	Leipzig	Leibniz-Institut für Länderkunde, Geographische Zentralbibliothek, Leipzig	100001-300000
DE-L321        	MPIEA	Leipzig	Max-Planck-Institut für evolutionäre Anthropologie, Leipzig	30001-100000
DE-L322        	MPINF	Leipzig	Max-Planck-Institut für Kognitions- und Neurowissenschaften, Leipzig	30001-100000
DE-L323        	MPIMN	Leipzig	Max-Planck-Institut für Mathematik in den Naturwissenschaften, Leipzig	10001-30000
DE-15          	UBL	Leipzig	Universitätsbibliothek Leipzig	1000001-
DE-743         	FHLH	Lemgo	S(KIM) - Technische Hochschule Ostwestfalen-Lippe	100001-300000
AT-UBMUL-HB    	UBLEO	Leoben	Universitätsbibliothek der Montanuniversität Leoben	n/a
               	BRUCK	Linz	Anton-Bruckner-Privatuniversität Linz / Bibliothek	n/a
               	PHLI	Linz	Bibliothek der Privaten Pädagogischen Hochschule der Diözese Linz	n/a
               	KTUL	Linz	Diözesan- und Universitätsbibliothek der Katholischen Privat-Universität Linz (DUB)	n/a
               	KBSL	Linz	Medizinische Bibliothek der Vinzenz Gruppe	n/a
               	OOE	Linz	Oberösterreichische Landesbibliothek, Linz	n/a
               	PHOBE	Linz	Pädagogische Hochschule Oberösterreich	n/a
AT-UBL-HB      	UBLI	Linz	Universitätsbibliothek der Johannes Kepler Universität Linz	n/a
AT-UBGL        	UFG	Linz	Universitätsbibliothek der Kunstuniversität Linz	n/a
               	FHOO	Linz - Ried - Steyr - Vöcklabruck - Wels	FH Gesundheitsberufe OÖ	n/a
               	GHL	London	Deutsches Historisches Institut London	n/a
DE-Loer2       	BALO	Lörrach	DHBW Lörrach, Bibliothek	30001-100000
DE-841         	UBHL	Lübeck	Zentrale Hochschulbibliothek Lübeck	300001-1000000
DE-1147        	FHLB	Ludwigsburg	Bibliothek der Hochschule für öff. Verwaltung und Finanzen	30001-100000
DE-Lg3         	DFI	Ludwigsburg	Deutsch-Französisches Institut Ludwigsburg	30001-100000
DE-Rt3         	EHLB	Ludwigsburg	Evangelische Hochschule Ludwigsburg	30001-100000
DE-Lg1         	PHLB	Ludwigsburg	Pädagogische Hochschulbibliothek Ludwigsburg	300001-1000000
DE-1116        	FHLU	Ludwigshafen	Bibliothek der Hochschule für Wirtschaft und Gesellschaft Ludwigshafen am Rhein	100001-300000
DE-Luen4       	UBLUE	Lüneburg	Universitätsbibliothek Lüneburg	300001-1000000
               	HSLU	Luzern	Bibliotheken der Hochschule Luzern	n/a
               	KSLCH	Luzern	Luzerner Kantonsspital, Virtuelle Bibliothek	n/a
               	SUVA	Luzern	Suva Bibliothek Rösslimatt, Luzern	n/a
               	ZHBLU	Luzern	Zentral- und Hochschulbibliothek Luzern für Universität Luzern &amp; Pädagogische Hochschulen Luzern, Schwyz &amp; Zug	n/a
               	DAIMA	Madrid	Deutsches Archäologisches Institut (DAI), Abteilung Madrid	n/a
DE-551         	HBMST	Magdeburg	Hochschulbibliothek Magdeburg-Stendal	100001-300000
DE-Ma45        	LIN	Magdeburg	Leibniz-Institut für Neurobiologie Magdeburg (LIN), Bibliothek	10001-30000
DE-Ma54        	MPIDS	Magdeburg	Max-Planck-Institut für Dynamik komplexer technischer Systeme, Magdeburg	5001-10000
DE-Ma9         	UBMD	Magdeburg	Universitätsbibliothek Magdeburg (einschl. Medizinische Zentralbibliothek)	300001-1000000
DE-1053        	FHMZ	Mainz	Bibliothek der Hochschule Mainz	10001-30000
DE-77          	UBMZ	Mainz	Bibliothekssystem der Universität Mainz	1000001-
               	IMMMZ	Mainz	Fraunhofer ICT-IMM	n/a
DE-Mz4         	MPICH	Mainz	Max-Planck-Institut für Chemie, Mainz	10001-30000
DE-Mz116       	MPIP	Mainz	Max-Planck-Institut für Polymerforschung, Mainz	10001-30000
DE-36          	SBM	Mainz	Stadtbibliothek Mainz	300001-1000000
DE-Mh35        	BAMA	Mannheim	Bibliothek der Dualen Hochschule Baden-Württemberg Mannheim	30001-100000
DE-1251        	HDBA	Mannheim	Bibliothek der Hochschule der Bundesagentur für Arbeit (HdBA), Mannheim	30001-100000
DE-Mh32        	ZIM	Mannheim	Bibliothek des Zentralinstituts für Seelische Gesundheit Mannheim	30001-100000
DE-953         	FHMA	Mannheim	Hochschulbibliothek Mannheim	100001-300000
DE-Mh39        	IDS	Mannheim	Leibniz-Institut für Deutsche Sprache (IDS)	30001-100000
DE-1933        	PAK	Mannheim	Mediathek der Popakademie Baden-Württemberg, Mannheim	5001-10000
DE-Mh36        	ZEW	Mannheim	Spezialbibliothek des ZEW - Leibniz-Zentrum für Europäische Wirtschaftsforschung	5001-10000
DE-Mh31        	MUHOM	Mannheim	Staatliche Hochschule für Musik und Darstellende Kunst Mannheim - Bibliothek	30001-100000
DE-180         	UBMAN	Mannheim	Universitätsbibliothek Mannheim	1000001-
DE-Mar1        	DLA	Marbach	Deutsches Literaturarchiv Marbach	300001-1000000
               	MPITM	Marburg	Max-Planck-Institut für terrestrische Mikrobiologie, Marburg	n/a
DE-4           	UBMA	Marburg	Universität Marburg	1000001-
               	SNK	Martin	Slovak National Library, Martin	n/a
DE-M411        	MPIBC	Martinsried	Max-Planck-Institute für Biochemie u. Neurobiologie, Martinsried	30001-100000
DE-542         	FHMQ	Merseburg	Hochschulbibliothek Merseburg	100001-300000
DE-Mit1        	HTWM	Mittweida	Hochschulbibliothek Mittweida	30001-100000
DE-829         	HSNRH	Mönchengladbach	Hochschulbibliothek der Hochschule Niederrhein	100001-300000
               	BAMOS	Mosbach	Duale Hochschule Baden-Württemberg	n/a
               	DHIM	Moskau	Bibliothek des DHI Moskau	n/a
               	MPIST	Mülheim	Max-Planck-Institut für Chemische Energiekonversion, Mülheim	n/a
DE-1393        	HRWMB	Mülheim an der Ruhr	Bibliothek der Hochschule Ruhr West, Mülheim/Ruhr und Bottrop	30001-100000
               	ZALF	Müncheberg	Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V. Müncheberg	n/a
DE-M339        	AHM	München	Amerika-Haus-Bibliothek, München	5001-10000
DE-12          	BSB	München	Bayerische Staatsbibliothek München	1000001-
DE-M347        	FHM	München	Bibliothek der Hochschule München	30001-100000
DE-M124        	BFHB	München	Bibliothek des Bundesfinanzhofs, München	100001-300000
DE-210         	DM	München	Bibliothek des Deutschen Museums München	300001-1000000
DE-M352        	IFZ	München	Bibliothek des Instituts für Zeitgeschichte, München	100001-300000
DE-M382        	IPMPG	München	Bibliothek des Max-Planck-Instituts für Innovation und Wettbewerb und des Max-Planck-Instituts für Steuerrecht und Öffentliche Finanzen	100001-300000
DE-M491        	DAIAE	München	Deutsches Archäologisches Institut (DAI), Kommission für Alte Geschichte und Epigraphik München (AEK)	30001-100000
DE-201         	DPMA	München	Deutsches Patent- und Markenamt / Bibliothek, München	1000001-
               	FRAHG	München	Fraunhofer-Gesellschaft	n/a
DE-M29         	HMTM	München	Hochschule für Musik und Theater München, Bibliothek	30001-100000
DE-936         	KSFHD	München	Katholische Stiftungshochschule München/Benediktbeuern	30001-100000
               	MHMK	München	Macromedia Library	n/a
DE-M68         	MPGPS	München	Max-Planck-Institut für Psychiatrie	30001-100000
DE-M477        	MPISR	München	Max-Planck-Institut für Sozialrecht und Sozialpolitik, München	30001-100000
DE-91          	TUM	München	Technische Universität München - Universitätsbibliothek	1000001-
DE-706         	UBWM	München	Universität der Bundeswehr München	300001-1000000
DE-19          	UBM	München	Universitätsbibliothek der LMU München	1000001-
DE-255         	ZIKG	München	Zentralinstitut für Kunstgeschichte - Bibliothek	300001-1000000
               	DHPOL	Münster	Deutsche Hochschule der Polizei, Münster	n/a
DE-836         	FHBMS	Münster	Fachhochschulbibliothek Münster	100001-300000
DE-6           	ULBMS	Münster	Universitäts- und Landesbibliothek Münster	1000001-
DE-1049        	FHBNU	Neu-Ulm	Hochschulbibliothek Neu-Ulm	30001-100000
DE-519         	FHNB	Neubrandenburg	Hochschulbibliothek Neubrandenburg	100001-300000
DE-150         	SBND	Neuburg an der Donau	Staatliche Bibliothek Neuburg an der Donau	30001-100000
DE-Neud1       	AUGUS	Neuendettelsau	Augustana-Hochschule / Bibliothek Neuendettelsau	100001-300000
               	GSF	Neuherberg bei München	Helmholtz Zentrum München - Zentralbibliothek	n/a
DE-Y4          	MPIPL	Nijmegen	Max-Planck-Institut für Psycholinguistik, Nijmegen	10001-30000
               	NDH	Nordhausen	Hochschule Nordhausen, Hochschulbibliothek	n/a
DE-No6         	SHKN	Nordhausen	Südharz Klinikum Nordhausen gGmbH, Medizinische Fachbibliothek	5001-10000
               	SPZ	Nottwil	Schweizer Paraplegiker Zentrum	n/a
DE-1052        	EHS	Nürnberg	Bibliothek der Evangelischen Hochschule Nürnberg	30001-100000
DE-1259        	HMN	Nürnberg	Bibliothek der Hochschule für Musik Nürnberg	30001-100000
DE-92          	FHN	Nürnberg	Bibliothek der Technischen Hochschule Nürnberg Georg Simon Ohm	100001-300000
               	BAMF	Nürnberg	Bundesamt für Migration und Flüchtlinge (BAMF), Bibliothek	n/a
DE-N1          	GNM	Nürnberg	Germanisches Nationalmuseum Nürnberg, Bibliothek	300001-1000000
               	IAB	Nürnberg	Institut für Arbeitsmarkt- und Berufsforschung, Nürnberg	n/a
               	KLIIN	Nürnberg	Klinikum Nürnberg	n/a
DE-950         	HFWU	Nürtingen	Hochschulbibliothek der HfWU Nürtingen-Geislingen	30001-100000
DE-Frei3c      	MFO	Oberwolfach	Mathematisches Forschungsinstitut Oberwolfach gGmbH	30001-100000
DE-B23         	DMB	Offenbach	Deutsche Meteorologische Bibliothek, Offenbach am Main	100001-300000
DE-Ofb1        	FHBOG	Offenburg	Bibliothek der Hochschule Offenburg	30001-100000
DE-715         	BISOL	Oldenburg	BIS - Bibliotheks- und Informationssystem der Universität Oldenburg	1000001-
DE-45          	LBO	Oldenburg	Landesbibliothek Oldenburg	300001-1000000
DE-959         	FHOS	Osnabrück	Hochschule Osnabrück - Bibliothek	100001-300000
DE-700         	UBOS	Osnabrück	Universitätsbibliothek Osnabrück	1000001-
DE-211         	EABPB	Paderborn	Erzbischöfliche Akademische Bibliothek Paderborn	300001-1000000
DE-466         	UBPB	Paderborn	Universitätsbibliothek Paderborn	1000001-
DE-Y7          	DFK	Paris	Bibliothek des Deutschen Forums für Kunstgeschichte Paris	100001-300000
               	DHIP	Paris	Deutsches Historisches Institut Paris	n/a
DE-739         	UBPA	Passau	Universitätsbibliothek Passau	1000001-
               	FHPF	Pforzheim	Hochschulbibliothek Pforzheim	n/a
DE-Pl11        	BAPL	Plauen	Bibliothek der Staatlichen Studienakademie Plauen, BA Sachsen	30001-100000
DE-Pn1         	MPIL	Plön	Max-Planck-Institut für Evolutionsbiologie, Plön	10001-30000
DE-B103        	GFZPO	Potsdam	Bibliothek des Wissenschaftsparks Albert Einstein, Potsdam	100001-300000
DE-Po82        	ZZFPD	Potsdam	Bibliothek des Zentrums für Zeithistorische Forschung e.V., Potsdam	30001-100000
DE-Po6         	DIFE	Potsdam	Deutsches Institut für Ernährungsforschung Potsdam-Rehbrücke	30001-100000
DE-525         	FHPO	Potsdam	FH Potsdam, Hochschulbibliothek	100001-300000
DE-Po75        	HFFP	Potsdam	Filmuniversität Babelsberg Konrad Wolf	100001-300000
DE-B33         	AIP	Potsdam	Leibniz-Institut für Astrophysik Potsdam	30001-100000
DE-517         	UBPO	Potsdam	Universitätsbibliothek Potsdam	1000001-
               	CASCR	Prag	Bibliothek der Tschechischen Akademie der Wissenschaften	n/a
               	UZPI	Prag	Institut für Agrarökonomic und Informationen, Landwirtschafts- und Nahrungsmittelbibliothek	n/a
               	CUPLF	Prag	Karlsuniversität Prag, 1. Medizinische Fakultät	n/a
               	UKLF	Prag	Karlsuniversität Prag, 2. Medizinische Fakultät	n/a
               	NACUN	Prag	Karlsuniversität Prag, Naturwissenschaftliche Fakultät	n/a
               	LF3	Prag	Karlsuniversität, 3. Medizinische Fakultät	n/a
               	CSCAS	Prag	Library of the Institute of Computer Science CAS, Prague	n/a
               	IMC	Prag	Library of the Institute of Macromolecular Chemistry, AS CR, Prague	n/a
               	NKP	Prag	Nationalbibliothek der Tschechischen Republik, Prag	n/a
               	IKEM	Prag	Scientific Medical Library IKEM, Prague	n/a
               	NLK	Prag	Tschechische Nationalbibliothek für Medizin	n/a
               	CAS	Prague	Library of the Institute of Hydrodynamics AS CR, Prague	n/a
               	ASCR	Prague	Library of the Institute of Physiology CAS, Prague	n/a
               	BBA	Quedlinburg / Braunschweig / Berlin / Kleinmachnow	Julius Kühn-Institut - Bundesforschungsinstitut für Kulturpflanzen	n/a
DE-Rav1        	BARV	Ravensburg	Bibliothek der Dualen Hochschule Ravensburg	30001-100000
               	OSRAV	Ravensburg	Oberschwaben Klinik gGmbH Ravensburg	n/a
DE-898         	FHBR	Regensburg	Hochschulbibliothek OTH Regensburg	100001-300000
DE-155         	STABI	Regensburg	Staatliche Bibliothek Regensburg	300001-1000000
DE-355         	UBR	Regensburg	Universitätsbibliothek Regensburg	1000001-
DE-1105        	HKRAC	Remagen	Hochschule Koblenz RheinAhrCampus Remagen	30001-100000
DE-Rt2         	FHRT	Reutlingen	Hochschule Reutlingen - Lernzentrum	100001-300000
DE-Bs90        	BFAV	Riems, Braunschweig, Celle, Jena, Mariensee	Friedrich-Loeffler-Institut / Bundesforschungsinstitut für Tiergesundheit	5001-10000
DE-Rs1         	BARIE	Riesa	Bibliothek der Staatlichen Studienakademie Riesa, BA Sachsen	10001-30000
DE-Y2          	HERTZ	Rom	Bibliotheca Hertziana - Max-Planck-Institut für Kunstgeschichte	100001-300000
DE-2491        	DHIR	Rom	Bibliothek des Deutschen Historischen Instituts in Rom	100001-300000
DE-Y1          	DAIRO	Rom	Deutsches Archäologisches Institut, Abteilung Rom - Bibliothek	100001-300000
               	ICCR	Rom	ICCROM Library, Rome, Italy	n/a
DE-861         	FHBRO	Rosenheim	Bibliothek der TH Rosenheim	30001-100000
DE-563         	HMTRO	Rostock	Hochschule für Musik und Theater Rostock	30001-100000
               	MPIDF	Rostock	Max-Planck-Institut für demographische Forschung, Rostock	n/a
DE-28          	UBRO	Rostock	Universitätsbibliothek Rostock	1000001-
DE-Wa1         	IOW	Rostock-Warnemünde	Leibniz-Institut fuer Ostseeforschung Warnemünde (IOW)	30001-100000
               	SFJR	Rotenburg an der Fulda	Studienzentrum der Finanzverwaltung und Justiz Rotenburg a. d. Fulda	n/a
DE-955         	HFR	Rottenburg	Hochschule für Forstwirtschaft Rottenburg, Bibliothek	30001-100000
DE-Sa16        	HTWS	Saarbrücken	Hochschule für Technik und Wirtschaft des Saarlandes / Bibliothek	30001-100000
DE-Sa18        	MPII	Saarbrücken	Max-Planck-Institut für Informatik Saarbrücken Max Planck Institute for Software Systems Kaiserslautern/Saarbrücken	30001-100000
DE-291-415     	INM	Saarbrücken	NTNM-Bibliothek - Leibniz Institut für Neue Materialien gGmbH	10001-30000
DE-291         	SULB	Saarbrücken	Saarländische Universitäts- und Landesbibliothek	1000001-
               	FHSA	Salzburg	Fachhochschule Salzburg Bibliothek	n/a
               	PHSAL	Salzburg	Pädagogische Hochschule Salzburg	n/a
               	PMU	Salzburg	Paracelsus Medizinische Privatuniversität Salzburg	n/a
AT-UBMS-HB     	UBMS	Salzburg	Universitätsbibliothek Mozarteum Salzburg	n/a
AT-UBS-HB      	UBSBG	Salzburg	Universitätsbibliothek Salzburg	n/a
DE-Sal2        	BFS	Salzgitter	Bundesamt für Strahlenschutz	10001-30000
               	DAISA	Sana'a	Deutsches Archäologisches Institut (DAI), Außenstelle Sana'a der Orient-Abteilung	n/a
DE-918         	KAS	Sankt Augustin	Bibliothek der Konrad-Adenauer-Stiftung	100001-300000
DE-Shm2        	FHSM	Schmalkalden	Hochschule Schmalkalden / Bibliothek	100001-300000
DE-984         	HFGG	Schwäbisch Gmünd	Hochschulbibliothek der HfG Schwäbisch Gmünd	10001-30000
DE-752         	PHGD	Schwäbisch Gmünd	Pädagogische Hochschule Schwäbisch Gmünd - Bibliothek	300001-1000000
DE-33          	LBMV	Schwerin	Landesbibliothek Mecklenburg-Vorpommern Schwerin	300001-1000000
               	SCHWY	Schwyz	Spital Schwyz	n/a
DE-Star1       	MPFO	Seewiesen	Max-Planck-Institut für Ornithologie, Seewiesen	30001-100000
DE-467         	UBSI	Siegen	Universitätsbibliothek Siegen	1000001-
               	HDV	Sion	Bibliothek des Spitals Wallis und der Clinique romande de réadaptation	n/a
DE-Sp3         	DHV	Speyer	Bibliothek der Deutschen Universität für Verwaltungswissenschaften Speyer	300001-1000000
               	PKHSG	St. Gallen	PHSG - medienverbund.phsg	n/a
               	LSRNO	St. Pölten	Bildungsdirektion Niederösterreich	n/a
               	FHSP	St. Pölten	Fachhochschule St. Pölten	n/a
               	UBSG	St.Gallen	Bibliothek der Universität St.Gallen - HSG	n/a
DE-Sra5        	FHSTR	Stralsund	Hochschulbibliothek Stralsund	10001-30000
               	BIFEB	Strobl / Wolfgangssee	Bundesinstitut für Erwachsenenbildung	n/a
DE-Stg258      	BAS	Stuttgart	Duale Hochschule Baden-Württemberg Stuttgart	10001-30000
DE-Stg191      	FIAO	Stuttgart	Fraunhofer-Institut für Arbeitswirtschaft und Organisation	10001-30000
DE-958         	HDM	Stuttgart	Hochschule der Medien (HdM)	30001-100000
DE-1033        	HFTS	Stuttgart	Hochschule für Technik Stuttgart	30001-100000
DE-93          	UBS	Stuttgart	IZUS / Universitätsbibliothek Stuttgart	1000001-
               	KLIS	Stuttgart	Klinikum Stuttgart	n/a
DE-100         	UBHOH	Stuttgart	Kommunikations-, Informations- und Medienzentrum Hohenheim (KIM)	300001-1000000
DE-Stg117      	LKZBS	Stuttgart	Landeskirchliche Zentralbibliothek Stuttgart	100001-300000
DE-Stg113      	MPIS	Stuttgart	Max-Planck-Institute Stuttgart	30001-100000
DE-Stg265      	SMNS	Stuttgart	Staatliches Museum für Naturkunde Stuttgart	30001-100000
DE-24          	WLB	Stuttgart	Württembergische Landesbibliothek Stuttgart	1000001-
DE-Y5          	DIJ	Tokyo	Deutsches Institut für Japanstudien, Bibliothek	30001-100000
DE-Tr2         	BPS	Trier	Bibliothek des Bischöflichen Priesterseminars Trier	300001-1000000
DE-Tr5         	FHTR	Trier	Hochschule Trier / Bibliothek	30001-100000
DE-385         	UBTR	Trier	Universitätsbibliothek Trier	1000001-
               	BZGS	Trimbach	Berufsbildungszentrum Olten, Bibliothek Gesundheitlich-Soziale Berufsfachschule GSBS, Trimbach	n/a
               	MTF	Trnava	Central Library - Study and Information Centre of the Faculty of Materials Science and Technology STU	n/a
DE-Trs1        	MHTRO	Trossingen	Bibliothek der Staatlichen Hochschule für Musik Trossingen	30001-100000
               	IWM	Tübingen	Leibniz-Institut für Wissensmedien - Bibliothek	n/a
DE-B107        	MPIT	Tübingen	Max-Planck-Institute Tübingen	30001-100000
DE-21          	UBTUE	Tübingen	Universitätsbibliothek Tübingen	1000001-
DE-943         	FHUL	Ulm	Bibliothek der Technischen Hochschule Ulm	30001-100000
DE-289         	UBU	Ulm	Universität Ulm / Kommunikations- und Informationszentrum (kiz)	300001-1000000
               	ULIE	Vaduz	Universität Liechtenstein - Bibliothek	n/a
               	PTHV	Vallendar	Philosophisch-Theologische Hochschule Vallendar, Pflegewissenschaftliche Fakultät	n/a
DE-Va1         	UBVE	Vechta	Universitätsbibliothek Vechta	300001-1000000
DE-Veh1        	LWG	Veitshöchheim	Bayerische Landesanstalt für Weinbau und Gartenbau - Bibliothek, Veitshöchheim	30001-100000
DE-Vil2        	BAVS	Villingen-Schwenningen	Duale Hochschule Baden-Württemberg Villingen-Schwenningen, Bibliothek	30001-100000
               	KLIVS	Villingen-Schwenningen	Schwarzwald-Baar Klinikum Villingen-Schwenningen GmbH	n/a
DE-982         	DAG	Wadern,	Schloss Dagstuhl - Leibniz-Zentrum für Informatik, Bibliothek	30001-100000
               	DHIW	Warschau	Deutsches Historisches Institut Warschau	n/a
               	GHI	Washington	Deutsches Historisches Institut Washington	n/a
               	LOC	Washington, DC	Library of Congress, Washington, DC	n/a
DE-1028        	FHWEI	Weihenstephan	Bibliothek der Hochschule Weihenstephan-Triesdorf	100001-300000
DE-32          	HAAB	Weimar	Herzogin Anna Amalia Bibliothek Weimar	300001-1000000
               	TLDA	Weimar	Thüringisches Landesamt für Denkmalpflege und Archäologie	n/a
DE-Wim2        	UBBUW	Weimar	Universitätsbibliothek der Bauhaus-Universität Weimar	300001-1000000
DE-747         	HSBW	Weingarten	Hochschule Ravensburg-Weingarten (HRW)	100001-300000
               	HBW	Weingarten	Pädagogische Hochschule Weingarten (PHW)	n/a
